cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,Assertion Roulette,Eager Test,Conditional Test Logic,Verbose Test
18,37,1,48,32,0.0,0.0,13,2,8,4,0,1,9,0,0,1,17,7,3,12,0,2,12,0,10,266,10,7,2,3,2,11,9,32,0,25,3,1,2,0,211,1,1,1,1,1,1
6,26,1,14,10,0.0,0.0,5,5,5,0,0,0,6,0,0,0,4,4,0,3,0,1,4,0,5,68,7,4,7,2,6,3,29,25,18,16,4,0,0,0,71,1,1,1,1,1,0
4,72,1,28,78,,,13,13,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,102,225,17,6,14,0,10,0,120,128,94,71,4,0,0,0,82,1,0,1,0,1,1
21,208,1,88,2689,0.0,0.0,74,74,55,10,0,9,65,0,0,0,11,11,0,2,0,9,9,0,165,744,100,23,27,0,21,7,146,170,105,115,3,2,4,3,389,1,0,1,1,1,1
5,31,1,23,169,0.0,0.0,19,19,17,2,0,0,17,0,0,0,2,2,1,0,1,0,2,0,23,107,21,3,2,0,8,0,34,27,11,20,1,1,0,0,151,1,0,1,1,1,0
38,117,10,92,282,0.0,0.0,45,14,18,16,0,11,29,0,0,0,12,6,1,10,0,1,8,0,44,854,50,7,21,4,14,18,29,101,21,75,3,0,15,2,439,1,15,1,1,1,1
3,24,1,9,7,0.0,0.0,6,1,5,1,0,0,5,0,0,0,4,2,2,1,0,1,2,0,9,79,6,4,3,0,5,1,29,42,22,27,2,0,0,0,106,1,0,1,1,1,0
10,26,2,15,59,0.0,0.0,14,3,13,0,1,0,14,0,1,0,4,2,0,4,0,0,4,0,4,196,17,1,8,0,1,5,3,8,3,7,1,0,3,0,47,1,0,1,1,1,1
15,9,1,24,0,,,2,2,1,1,0,0,1,0,0,0,2,2,0,2,0,0,2,0,15,44,0,4,2,1,0,32,2,10,3,8,2,0,0,0,29,1,10,0,0,0,0
3,16,1,24,0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,6,0,1,79,4,2,3,3,2,3,7,19,8,20,4,0,0,1,84,1,0,1,1,1,0
9,9,8,5,0,0.0,0.0,4,1,3,0,1,0,4,0,0,0,2,0,0,0,2,0,2,0,0,221,3,1,1,1,1,1,2,5,0,5,3,0,5,0,23,1025,0,0,1,0,0
12,17,3,13,0,0.0,0.0,13,0,9,3,0,1,10,0,1,0,3,1,2,1,0,0,3,0,2,73,8,3,0,0,0,2,8,15,2,11,2,1,0,0,44,1,0,1,1,1,0
13,64,1,34,0,0.0,0.0,16,15,13,3,0,0,14,0,0,0,20,20,1,19,0,0,19,0,21,225,22,1,10,12,7,25,36,41,2,29,3,0,1,0,151,17,14,1,0,0,0
9,27,1,16,0,0.0,0.0,18,1,17,1,0,0,17,0,0,0,1,0,0,1,0,0,1,0,4,108,10,3,2,1,36,4,53,26,36,22,2,0,0,0,93,1,0,1,1,1,1
2,60,1,28,0,0.0,0.0,12,3,7,4,0,1,8,0,0,0,13,6,7,5,0,1,13,0,24,119,29,2,30,2,0,12,36,36,7,26,4,0,0,0,125,1,0,1,1,1,1
1,7,1,7,4,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,1,0,1,29,5,0,2,1,0,0,1,2,0,2,1,0,0,0,27,1,0,1,1,0,0
13,141,1,91,2413,0.0,0.0,70,70,69,1,0,0,69,0,0,0,3,3,3,0,0,0,3,0,68,383,86,12,19,0,14,11,76,53,43,47,10,1,0,0,305,1,0,1,1,1,1
2,10,1,8,45,0.0,0.0,10,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,283,6,0,0,0,0,0,0,0,0,0,0,0,4,0,33,1,0,0,0,1,0
45,159,2,139,2238,0.0,0.0,68,68,66,1,0,1,68,0,0,0,16,16,5,11,0,0,9,0,92,605,72,9,30,23,19,75,58,101,45,70,5,2,1,0,470,1,4,1,1,1,1
7,23,3,16,107,0.0,0.0,19,6,17,1,0,1,18,0,0,0,5,2,0,4,0,1,4,0,4,138,17,0,4,0,0,0,0,16,0,12,2,1,3,0,103,1,0,1,1,0,1
2,15,1,10,6,,,4,3,1,3,0,0,1,0,0,0,1,1,0,1,0,0,1,0,4,39,6,0,2,1,2,2,15,11,2,7,3,0,0,0,77,17,1,1,0,0,0
17,40,3,39,203,0.0,0.0,26,3,20,4,0,2,22,0,0,0,22,8,5,15,2,0,21,0,16,778,20,0,9,0,7,2,20,32,14,31,2,1,7,0,388,1,0,1,1,1,1
16,22,3,20,20,0.0,0.0,8,0,5,2,1,0,7,0,0,0,7,4,0,7,0,0,7,0,6,105,6,3,4,0,2,0,13,20,5,15,2,0,3,0,89,1,0,1,1,0,1
8,4,2,5,2,0.0,0.0,4,0,3,1,0,0,3,0,0,0,3,1,0,3,0,0,3,0,0,51,1,0,0,0,0,1,0,3,1,3,0,0,1,0,42,1,0,1,1,0,1
14,35,1,28,19,0.0,0.0,10,9,6,4,0,0,6,0,0,0,5,5,1,4,0,0,1,0,12,100,2,1,5,0,1,8,2,11,1,9,4,0,2,2,147,17,4,1,1,1,1
5,64,1,27,41,0.0,0.0,27,3,23,3,0,1,24,0,0,0,3,1,1,1,0,1,3,0,12,201,24,10,11,0,2,11,63,53,23,35,2,0,1,0,180,1,1,1,1,1,1
3,7,1,9,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,6,0,0,0,0,6,4,0,5,21,1,2,0,0,0,0,2,4,0,6,1,0,0,0,61,1,0,0,0,1,0
17,45,2,37,88,0.0,0.0,28,1,23,5,0,0,23,0,0,0,3,1,1,2,0,0,3,0,1,186,17,12,0,1,0,4,2,13,2,11,3,0,3,1,125,1,0,1,1,1,1
9,27,9,16,0,0.0,0.0,10,3,9,1,0,0,9,0,0,0,5,4,0,5,0,0,5,0,1,230,10,5,7,0,0,1,8,22,0,20,3,0,7,0,257,17,0,1,0,1,1
3,21,1,2,0,0.0,0.0,9,0,8,1,0,0,8,0,0,0,5,2,0,5,0,0,3,0,2,75,7,2,4,0,1,2,3,11,2,9,3,2,0,0,96,1,0,1,1,0,0
6,44,1,22,385,0.0,0.0,30,0,27,0,0,3,30,0,0,0,6,2,1,4,0,1,6,0,9,190,13,1,3,3,2,8,7,24,0,19,3,0,2,1,156,1,0,1,1,1,0
6,40,1,32,666,0.0,0.0,37,37,37,0,0,0,37,0,0,0,1,1,1,0,0,0,1,0,29,144,26,0,1,0,50,1,78,26,54,9,0,0,0,0,64,1,0,1,1,1,0
4,22,1,11,27,0.0,0.0,10,3,8,2,0,0,8,0,0,0,3,0,0,3,0,0,2,0,2,285,5,0,3,0,2,5,8,8,5,6,2,0,2,0,221,1,0,1,1,1,1
65,93,1,116,904,0.0,0.0,53,4,27,21,4,1,32,4,0,0,6,1,1,1,4,0,2,0,28,364,50,3,7,1,1,12,0,31,0,34,4,1,0,8,299,1025,6,1,0,0,1
68,147,1,218,368,0.0,0.0,56,7,42,14,0,0,42,0,0,8,11,4,2,9,0,0,11,0,44,653,46,11,25,7,0,37,19,97,5,120,6,3,3,30,644,1,21,1,1,0,1
17,28,2,25,16,0.0,0.0,12,0,9,1,2,0,11,0,1,0,6,1,0,5,1,0,1,0,4,104,9,2,3,1,0,4,0,25,0,14,3,1,1,0,80,1,0,1,1,1,0
13,16,2,17,0,0.0,0.0,6,0,5,1,0,0,5,0,0,0,7,2,0,7,0,0,2,0,5,60,7,0,2,1,0,5,0,17,1,10,3,1,0,0,73,1,1,1,1,1,0
5,8,2,9,11,0.0,0.0,7,0,7,0,0,0,7,0,0,0,4,1,0,4,0,0,1,0,2,49,4,0,0,0,0,1,0,6,0,6,1,2,0,0,47,1,0,1,1,1,0
51,43,1,42,289,0.0,0.0,27,2,26,0,1,0,27,0,0,0,5,2,1,4,0,0,5,0,12,178,24,1,5,0,4,9,1,17,1,21,2,1,1,4,164,1,0,1,0,1,1
10,2,10,1,1,0.0,0.0,2,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,128,2,0,0,0,0,1,0,0,0,0,0,0,5,0,139,1,0,1,1,1,1
9,18,4,21,3,0.0,0.0,6,2,4,1,1,0,5,0,0,0,1,0,0,1,0,0,1,0,5,72,4,3,2,0,0,1,5,10,0,8,3,0,1,0,94,1,0,1,1,1,1
4,14,1,4,0,0.0,0.0,8,0,4,0,4,0,8,1,4,0,2,0,0,0,2,0,0,0,0,48,8,0,2,0,0,0,0,6,0,2,1,0,1,0,138,1025,0,1,1,1,1
7,40,1,24,75,0.0,0.0,26,0,21,4,1,0,22,0,0,0,4,0,0,4,0,0,3,0,3,131,23,2,0,2,15,4,35,33,25,20,2,0,0,0,64,1,0,1,1,1,1
34,79,10,62,148,0.0,0.0,24,0,15,9,0,0,15,0,0,0,12,0,1,0,11,0,12,0,15,433,27,9,31,2,16,7,41,69,21,62,2,0,11,1,170,1,0,1,1,1,1
17,20,1,25,25,0.0,0.0,11,0,9,0,2,0,12,0,0,0,12,4,0,11,1,0,9,0,2,186,9,2,4,1,3,5,4,16,1,17,2,0,1,1,95,1,0,1,1,1,1
14,27,1,22,0,0.0,0.0,6,3,5,1,0,0,5,0,0,0,14,10,5,9,0,0,14,0,11,106,5,0,8,6,2,13,6,32,4,25,4,1,0,0,95,1,4,1,0,0,0
18,84,1,39,0,0.0,0.0,20,0,19,1,0,0,19,0,0,0,9,1,6,2,1,0,6,0,12,219,30,2,27,0,4,6,11,42,0,20,2,0,2,0,89,1,1,1,1,0,0
24,130,3,92,591,0.0,0.0,42,14,36,4,0,2,38,0,0,0,10,6,5,5,0,0,10,0,59,628,51,27,13,4,2,26,18,82,7,69,5,1,9,1,385,1,11,1,1,1,1
73,176,1,218,2827,0.0,0.0,83,82,70,12,0,1,71,0,0,15,48,48,27,21,0,0,47,0,293,640,69,18,12,6,2,380,16,212,33,204,3,0,2,6,509,17,5,1,1,1,1
12,43,1,42,171,0.0,0.0,19,19,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,16,116,21,12,5,4,0,2,3,14,4,9,2,1,0,0,134,0,0,1,0,1,1
25,70,2,94,501,0.0,0.0,46,9,34,9,1,2,37,0,0,0,11,1,1,10,0,0,8,0,59,307,31,6,5,1,3,25,1,44,10,23,3,0,2,1,334,1,8,1,1,0,1
7,51,1,27,0,0.0,0.0,17,5,16,1,0,0,16,0,0,0,4,2,2,2,0,0,4,0,11,133,28,3,10,0,1,5,18,16,0,14,2,1,1,0,145,1,0,1,1,0,1
21,129,1,65,0,0.0,0.0,43,5,22,21,0,0,22,0,1,0,8,1,0,8,0,0,1,0,59,373,58,12,13,0,7,1,104,81,44,53,4,4,0,0,188,1,0,1,1,1,1
26,14,1,35,0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,2,1,0,2,0,0,2,0,3,60,4,4,1,1,0,1,0,15,0,15,4,0,0,2,96,1,1,1,0,0,1
5,14,1,13,0,0.0,0.0,8,1,8,0,0,0,8,0,0,0,3,2,1,2,0,0,3,0,0,69,9,2,2,0,1,2,1,9,1,8,2,1,0,0,55,17,0,1,1,0,0
10,24,3,34,10,0.0,0.0,9,0,3,4,1,1,5,0,0,0,10,1,0,10,0,0,6,0,10,91,1,0,4,0,5,3,13,21,6,14,2,0,0,0,151,1,0,1,1,1,1
25,33,1,51,4,0.0,0.0,17,2,16,1,0,0,16,0,0,0,7,0,0,7,0,0,7,0,11,95,18,0,8,1,0,2,2,18,3,20,2,0,0,2,95,1,0,1,1,0,0
13,3,1,18,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,6,1,0,6,0,0,6,0,8,31,0,1,0,0,0,5,1,12,0,11,1,0,0,0,71,1,4,1,1,0,1
13,19,1,6,0,0.0,0.0,8,1,7,1,0,0,7,0,0,0,13,1,12,1,0,0,13,0,8,199,11,1,9,0,0,10,1,16,3,15,1,0,2,0,55,1,0,1,1,0,0
13,59,2,73,227,0.0,0.0,22,3,11,0,9,2,22,9,0,0,4,4,0,4,0,0,4,0,9,185,16,7,12,0,1,11,35,74,14,55,2,0,1,0,143,1025,0,1,0,0,0
15,46,3,28,251,0.0,0.0,23,2,15,1,6,1,22,0,0,0,1,1,1,0,0,0,1,0,6,123,26,2,13,2,2,3,25,16,8,14,3,0,0,0,91,17,0,1,0,1,0
11,115,1,70,166,0.0,0.0,29,15,15,14,0,0,15,0,0,0,4,2,1,3,0,0,2,0,40,331,38,13,34,9,5,46,12,63,9,53,3,0,0,0,138,1,0,1,0,1,1
12,14,2,8,22,0.0,0.0,8,0,7,0,0,1,8,0,0,0,1,1,1,0,0,0,1,0,6,39,7,0,3,2,0,5,1,2,1,2,2,0,0,0,52,1,0,0,0,0,0
11,52,1,45,1176,0.0,0.0,49,0,48,1,0,0,48,0,0,0,1,1,1,0,0,0,1,0,29,160,47,0,2,0,0,0,2,2,15,2,1,0,0,0,60,1,0,1,1,0,0
14,24,3,23,204,0.0,0.0,21,0,14,0,6,1,21,0,0,0,5,5,1,4,0,0,5,0,9,91,16,0,0,2,2,3,3,14,4,10,1,0,0,0,92,1,0,1,0,1,0
14,26,2,21,53,0.0,0.0,11,2,8,0,0,3,11,0,0,0,2,2,1,0,0,1,2,0,10,74,16,0,7,2,6,4,20,13,4,13,2,0,0,0,100,1,0,1,1,1,1
17,37,2,24,198,0.0,0.0,21,0,16,0,5,0,21,6,0,0,2,1,2,0,0,0,1,0,3,112,26,0,8,1,1,1,0,7,0,7,1,0,2,0,107,1025,0,1,1,1,0
11,11,3,10,22,0.0,0.0,8,0,7,1,0,0,7,0,0,0,1,1,1,0,0,0,1,0,3,32,7,0,2,1,0,1,0,1,1,1,1,0,0,0,49,1,0,0,0,0,0
15,14,3,13,39,0.0,0.0,10,0,8,0,1,1,10,0,0,0,1,1,1,0,0,0,1,0,8,38,8,0,2,1,0,2,0,1,1,1,1,0,0,0,57,1,0,0,0,1,1
21,25,3,18,93,0.0,0.0,15,0,12,2,1,0,13,0,0,0,2,2,1,1,0,0,2,0,9,61,17,0,4,1,0,6,1,2,2,2,1,0,0,0,119,1,1,1,0,0,0
13,65,3,51,151,0.0,0.0,30,12,18,1,11,0,29,0,0,0,3,2,1,2,0,0,3,0,22,191,43,8,10,1,6,5,25,33,3,30,2,0,1,2,113,1,0,1,1,1,1
14,28,3,21,105,0.0,0.0,15,3,11,2,1,1,13,0,0,0,1,1,1,0,0,0,1,0,18,72,14,0,8,1,7,3,23,11,4,9,1,0,0,0,90,1,0,1,0,1,0
14,24,2,26,0,0.0,0.0,20,2,19,1,0,0,19,0,0,0,2,1,1,1,0,0,2,0,3,71,21,0,2,0,2,4,2,4,2,4,1,0,0,0,67,1,0,0,0,0,0
14,48,4,35,63,0.0,0.0,18,2,8,2,8,0,16,0,0,0,3,2,0,3,0,0,3,0,7,217,26,1,12,3,13,7,22,27,7,23,2,0,2,3,93,1,2,0,1,1,1
20,23,5,13,89,0.0,0.0,14,1,12,2,0,0,12,0,0,0,5,5,1,4,0,0,5,0,7,76,16,0,1,1,2,11,4,6,1,6,1,0,2,0,102,1,2,1,0,0,0
13,18,2,13,33,0.0,0.0,10,0,9,0,0,1,10,0,0,0,2,2,1,1,0,0,2,0,5,46,13,0,3,1,0,5,1,2,2,2,1,0,0,0,104,1,1,0,0,0,0
9,22,2,9,190,0.0,0.0,20,0,19,0,1,0,20,17,0,0,5,5,5,0,0,0,5,0,0,121,4,0,2,0,0,0,4,7,1,9,1,0,2,1,149,1025,0,1,1,1,1
4,6,1,6,1,,,2,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,20,3,0,0,0,0,3,4,3,2,3,1,0,0,0,92,16,0,0,0,1,0
12,23,4,28,57,0.0,0.0,15,1,13,2,0,0,13,0,0,0,8,7,0,8,0,0,8,0,20,82,12,0,9,0,2,0,16,16,19,14,1,0,0,0,63,1,0,1,0,1,0
27,17,5,32,66,0.0,0.0,12,11,11,1,0,0,11,0,0,0,1,1,0,1,0,0,1,0,8,253,12,1,3,0,0,1,2,3,0,3,1,2,5,0,194,1025,1,1,0,0,1
8,12,2,5,0,0.0,0.0,4,1,2,0,1,1,4,0,0,0,4,0,0,4,0,0,2,0,1,112,5,1,5,0,0,1,2,6,0,4,2,2,0,0,99,1,0,1,1,1,1
8,28,1,17,0,0.0,0.0,7,1,7,0,0,0,8,0,0,0,9,6,7,2,0,0,8,0,8,135,10,1,19,0,4,2,13,19,2,19,2,0,2,0,134,1,0,1,1,0,0
18,42,3,37,28,0.0,0.0,13,1,1,11,1,0,2,0,0,0,8,0,0,8,0,0,5,0,2,104,18,3,15,0,1,0,3,26,0,20,3,0,0,0,155,1,0,1,0,0,1
6,2,4,6,1,,,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10,1,0,0,0,0,1,0,2,0,2,0,0,0,0,21,1,0,1,1,0,0
27,72,1,48,405,0.0,0.0,30,2,27,0,3,0,30,8,0,4,20,11,1,2,17,0,13,0,22,241,20,7,13,4,2,21,9,54,7,42,3,0,1,0,362,1025,1,1,0,1,0
27,52,3,92,120,0.0,0.0,17,6,10,0,7,0,17,0,0,1,5,2,0,1,4,0,3,0,30,206,19,9,8,3,5,17,27,62,16,55,5,1,0,1,205,1,8,1,1,1,1
8,54,1,54,29,0.0,0.0,14,0,0,3,0,11,11,0,0,0,8,4,0,7,0,1,7,0,10,156,15,12,13,1,2,16,32,43,17,36,4,0,0,1,217,0,6,1,1,1,1
6,8,1,13,0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,1,0,2,27,2,1,2,0,0,0,0,4,0,3,4,0,0,0,46,1,0,1,0,1,1
18,52,2,66,47,0.0,0.0,18,5,11,3,1,3,15,0,0,5,6,1,0,5,1,0,3,0,28,205,24,4,4,0,20,19,20,54,29,40,4,0,1,0,216,1,14,1,1,1,1
17,47,5,68,105,0.0,0.0,19,8,14,3,1,1,16,0,0,4,5,2,0,2,3,0,3,0,26,177,25,9,5,0,6,8,6,40,9,35,3,3,1,0,165,1,3,1,0,1,1
15,8,3,16,8,0.0,0.0,5,0,2,1,2,0,4,0,0,0,2,1,0,2,0,0,2,0,0,40,1,0,2,1,0,3,2,4,0,4,2,0,0,0,71,1,2,1,1,1,1
29,76,3,70,29,0.0,0.0,23,1,21,1,1,0,22,0,0,1,10,6,1,8,0,1,10,0,20,339,24,10,15,3,0,24,24,62,5,51,4,1,1,1,236,1,7,1,1,1,1
7,22,1,18,0,0.0,0.0,16,1,14,1,0,1,15,0,0,0,16,9,9,7,0,0,16,0,6,112,16,0,5,0,0,13,0,17,0,17,1,0,2,0,83,17,0,1,1,0,0
18,27,2,34,41,0.0,0.0,14,0,7,0,7,0,14,2,1,0,14,1,0,3,11,0,13,0,11,100,12,2,5,0,0,5,8,23,0,20,2,0,0,0,168,1025,3,1,0,1,1
51,151,1,156,869,0.0,0.0,67,2,39,16,1,11,51,0,0,0,22,1,1,21,0,0,13,0,21,638,61,28,15,32,6,17,15,88,4,77,4,1,0,3,422,1,6,1,1,1,1
26,21,9,22,69,0.0,0.0,15,0,12,3,0,0,12,0,0,0,13,1,0,13,0,0,11,0,6,296,9,2,1,1,0,1,8,22,2,16,1,1,5,0,161,1,0,1,1,1,0
18,76,7,97,170,0.0,0.0,32,1,4,5,0,23,27,0,0,12,5,1,0,5,0,0,4,0,10,317,32,15,9,1,0,5,5,36,1,36,3,0,3,5,146,0,2,1,0,0,1
23,61,2,86,154,0.0,0.0,25,8,13,7,1,4,18,0,0,5,6,1,0,5,1,0,4,0,36,243,33,10,5,0,1,12,8,47,5,41,4,3,1,1,218,1,7,1,1,1,1
25,67,2,67,42,0.0,0.0,16,2,10,3,2,1,13,0,0,0,10,3,0,8,0,2,8,0,14,151,23,8,11,0,0,9,1,31,1,27,3,0,0,4,214,1,7,1,1,0,1
143,375,2,473,11472,0.0,0.0,172,21,155,11,1,5,162,0,0,3,37,11,11,25,0,1,29,0,126,1478,142,60,32,25,9,86,70,269,32,217,4,2,5,11,847,1,34,1,1,1,1
20,16,4,10,49,0.0,0.0,11,2,10,1,0,0,11,0,0,0,9,8,1,1,0,7,9,0,3,366,9,0,1,0,0,6,9,10,1,10,1,0,7,0,253,1,0,1,1,1,1
21,18,7,32,78,0.0,0.0,13,4,10,1,2,0,12,6,0,0,1,1,1,0,0,0,1,0,10,173,8,2,1,2,0,5,0,5,1,5,4,0,5,0,54,1025,0,1,1,0,0
13,133,1,59,248,0.0,0.0,24,3,21,3,0,0,21,0,0,0,7,7,0,6,0,1,7,0,32,415,53,14,34,0,12,14,75,94,42,62,5,0,3,0,295,1,2,1,1,0,1
23,42,6,32,21,0.0,0.0,22,2,18,1,3,0,21,2,0,0,4,3,2,1,1,0,4,0,4,519,21,6,2,0,1,1,4,11,1,11,2,0,7,0,296,1025,0,1,1,0,1
16,69,1,34,77,0.0,0.0,22,7,17,5,0,0,17,0,0,0,8,3,2,4,0,2,8,0,10,284,34,2,23,0,2,13,1,26,1,20,2,0,3,2,290,1,2,1,1,1,1
40,54,1,95,177,0.0,0.0,22,0,14,8,0,0,14,0,0,0,7,2,1,6,0,0,4,0,22,196,22,9,13,3,2,5,14,35,7,33,3,1,1,0,190,1,3,1,1,0,1
8,22,1,26,84,0.0,0.0,17,5,15,1,0,1,16,0,0,0,3,1,0,3,0,0,2,0,6,104,18,1,0,0,25,1,37,16,14,9,2,1,0,1,86,1,0,1,1,1,1
13,18,6,12,43,0.0,0.0,11,0,4,2,0,5,9,0,0,0,11,1,1,10,0,0,2,0,5,164,9,0,5,0,0,0,0,14,0,12,1,1,4,0,69,0,0,1,1,1,0
8,35,4,15,71,0.0,0.0,22,4,20,0,2,0,22,0,0,0,7,6,5,1,1,0,7,0,8,140,24,0,11,0,1,1,1,8,0,8,1,0,2,0,175,1,0,0,1,0,1
11,6,2,34,8,0.0,0.0,5,2,2,1,0,2,4,0,0,0,2,2,0,2,0,0,2,0,15,25,3,0,0,0,0,4,0,5,0,9,1,0,0,4,34,16,0,1,0,1,0
17,18,2,51,10,0.0,0.0,9,0,2,4,0,3,5,0,0,0,5,3,0,3,0,2,5,0,17,91,3,2,2,1,0,30,0,16,22,16,3,0,0,1,57,16,0,1,0,1,1
13,56,2,41,0,0.0,0.0,30,3,27,3,0,0,27,0,0,0,7,5,4,2,0,1,7,0,48,295,39,3,11,0,1,7,11,18,6,20,2,0,1,2,186,1,0,1,1,1,1
43,120,1,127,902,0.0,0.0,49,18,42,6,0,1,44,0,0,0,15,6,3,12,0,0,10,0,39,381,38,19,25,3,2,30,12,69,13,55,6,0,0,2,329,1,10,1,0,1,1
22,22,1,41,0,0.0,0.0,4,2,2,2,0,0,2,0,0,0,2,1,0,2,0,0,1,0,12,64,5,5,6,0,0,3,5,17,1,15,3,0,0,0,83,1,3,1,0,0,0
19,37,2,33,199,0.0,0.0,31,3,29,2,0,0,29,0,0,0,7,1,1,6,0,0,7,0,6,292,22,3,1,0,0,1,1,14,10,14,1,0,2,0,72,1,0,1,0,1,1
23,11,1,34,0,,,2,0,1,1,0,0,1,0,0,0,2,2,1,1,0,0,2,0,8,41,2,0,1,1,2,9,0,12,1,11,1,0,0,0,65,1,3,1,0,0,0
21,15,2,16,18,0.0,0.0,8,2,2,0,5,1,8,0,0,0,9,1,0,1,0,8,6,0,9,65,8,0,2,0,0,3,4,16,0,12,2,2,0,0,52,1,1,0,0,0,0
49,65,8,72,912,0.0,0.0,45,1,29,1,11,4,44,15,0,0,11,3,1,8,1,1,7,0,23,419,30,0,8,1,2,14,1,40,4,32,2,0,7,3,391,1025,1,0,0,0,0
9,7,1,18,1,,,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,24,3,1,1,0,1,1,3,10,0,12,2,0,0,3,89,17,0,1,0,0,0
36,24,6,51,4,0.0,0.0,9,0,5,2,0,2,7,0,0,1,10,2,0,10,0,0,6,0,14,112,6,2,4,2,1,7,9,35,3,32,4,0,1,3,102,1,6,0,0,0,0
24,26,1,40,54,0.0,0.0,16,2,12,1,0,3,15,0,0,2,9,2,3,6,0,0,4,0,7,85,13,1,6,0,1,2,0,17,0,19,2,0,0,3,218,1,1,1,1,1,1
24,26,1,40,54,0.0,0.0,16,2,12,1,0,3,15,0,0,2,9,2,3,6,0,0,4,0,7,85,13,1,6,0,1,2,0,17,0,19,2,0,0,3,218,1,1,1,0,1,1
35,55,2,61,1,0.0,0.0,26,13,22,2,2,0,24,0,0,0,6,2,1,4,1,0,6,0,29,331,24,12,8,2,4,3,9,36,1,24,4,0,4,0,249,1,0,1,1,0,0
12,20,2,19,29,0.0,0.0,11,0,1,0,10,0,11,1,0,0,4,0,0,4,0,0,3,0,1,60,9,0,0,0,2,1,0,9,0,11,3,0,0,1,60,1025,0,1,0,0,0
15,21,4,37,0,0.0,0.0,10,0,7,1,0,2,9,0,0,0,2,1,0,1,0,1,2,0,15,147,3,1,3,1,1,2,2,11,1,10,2,0,1,0,130,1,1,0,0,0,0
21,58,1,58,44,0.0,0.0,13,2,8,3,1,1,10,0,0,0,6,3,1,5,0,0,5,0,24,230,17,5,12,9,1,24,15,34,4,28,4,0,2,0,226,1,8,1,1,1,0
8,37,1,37,15,0.0,0.0,18,8,16,0,0,2,18,0,0,0,13,9,5,5,0,3,13,0,18,133,18,0,11,1,8,20,15,29,10,29,1,0,0,0,140,1,0,1,1,1,0
9,22,1,19,50,0.0,0.0,12,0,6,0,1,5,12,1,0,0,13,2,0,6,3,4,9,0,5,144,2,1,4,0,0,2,8,22,4,17,3,0,1,0,171,1025,1,1,1,1,1
31,60,1,98,161,0.0,0.0,31,2,28,1,0,2,30,0,0,6,8,2,4,2,0,2,6,0,28,263,23,7,2,4,1,13,5,37,5,29,3,0,1,1,271,1,8,0,0,0,0
12,9,1,32,21,0.0,0.0,7,7,6,1,0,0,6,0,0,0,2,2,0,2,0,0,2,0,11,36,8,0,1,0,0,3,0,7,0,9,1,0,0,4,150,1,0,1,1,1,1
8,7,4,26,3,0.0,0.0,3,2,0,1,0,2,2,0,0,0,2,1,2,0,0,0,2,0,6,31,2,1,1,0,0,5,4,7,1,10,2,0,0,2,40,1,0,1,0,0,0
8,29,1,25,3,0.0,0.0,6,5,1,3,0,2,3,0,0,0,9,9,0,1,0,8,9,0,40,82,4,4,0,0,0,88,8,31,4,31,1,0,0,0,79,1,13,1,0,1,1
6,4,2,0,6,0.0,0.0,4,2,4,0,0,0,4,1,0,0,1,1,1,0,0,0,1,0,0,52,3,0,0,0,0,0,0,1,0,1,0,1,1,0,77,1025,0,1,1,0,0
4,7,1,6,5,0.0,0.0,6,0,6,0,0,0,6,0,0,0,2,0,0,2,0,0,2,0,1,25,6,0,0,0,1,0,0,3,1,3,1,0,0,0,61,1,0,1,0,1,1
1,0,1,3,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,9,9,0,2,14,0,0,0,0,0,1,1,9,0,11,0,0,0,2,16,0,0,1,0,1,0
8,29,6,23,0,0.0,0.0,11,0,9,0,1,1,11,0,0,0,6,1,0,6,0,0,4,0,1,97,6,4,7,3,2,0,3,22,3,12,3,0,2,0,139,1,0,1,1,0,0
