App,TestFileName,ProductionFileName,LOC,numberMethods,Assertion Roulette,Eager Test,Mystery Guest,Sleepy Test,Unknown Test,Redundant Assertion,Dependent Test,Magic Number Test,Conditional Test Logic,EmptyTest,General Fixture,IgnoredTest,Sensitive Equality,Verbose Test,Default Test,Resource Optimism,Duplicate Assert,Exception Catching Throwing,Constructor Initialization,Print Statement,Lazy Test
mybatis-3,TypeHandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/type/TypeHandler.java,158,12,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0
mybatis-3,FooMapperTest,/home/luana-martins/.jnose_projects/mybatis-3/src/test/java/org/apache/ibatis/submitted/overwritingproperties/FooMapper.java,98,7,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mybatis-3,LanguageDriverRegistryTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/scripting/LanguageDriverRegistry.java,120,10,6,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
mybatis-3,DefaultParameterHandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/scripting/defaults/DefaultParameterHandler.java,88,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mybatis-3,OgnlCacheTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/scripting/xmltags/OgnlCache.java,54,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mybatis-3,CacheBuilderTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/mapping/CacheBuilder.java,92,5,1,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9
mybatis-3,BoundSqlTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/mapping/BoundSql.java,65,2,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mybatis-3,ResultMappingTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/mapping/ResultMapping.java,49,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
mybatis-3,VFSTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/io/VFS.java,108,6,5,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
mybatis-3,ResourcesTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/io/Resources.java,177,19,19,7,2,0,0,0,0,0,0,0,0,0,1,0,0,2,2,4,0,0,7
