cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,AR,ET,CTL,VT
2,1,1,2,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,5,5,5,0,5,0,0,0,0,13,1,0,1,0,0,0
12,104,1,86,3373,0.0,0.0,83,0,76,0,7,0,84,0,0,0,12,12,0,12,0,0,12,0,115,685,3,2,4,0,18,212,49,186,20,154,2,0,0,7,224,1,0,1,1,0,0
10,31,1,38,451,0.0,0.0,31,0,31,0,0,0,31,0,0,0,4,4,0,4,0,0,4,0,57,164,0,0,0,0,0,76,61,34,0,34,0,0,0,21,90,1,0,1,1,0,0
9,8,1,13,6,0.0,0.0,8,0,6,0,2,0,8,0,0,0,2,0,0,2,0,0,0,0,1,56,2,0,0,0,0,10,2,10,0,10,0,0,0,0,32,1,0,1,1,0,0
19,49,1,91,0,0.0,0.0,42,0,28,0,14,0,43,0,0,0,6,2,0,6,0,0,2,0,36,400,5,1,2,2,0,69,59,53,8,35,2,0,0,5,126,1,0,1,1,0,1
2,2,1,8,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,28,18,0,0,0,0,0,0,31,6,0,2,0,0,0,1,22,1,0,1,0,0,0
8,6,1,29,0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,6,5,0,6,0,0,5,0,3,72,0,0,0,0,0,19,5,12,0,11,0,0,0,0,51,1,0,1,1,0,0
9,6,1,28,0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,6,5,0,6,0,0,5,0,1,72,0,0,0,0,0,15,6,12,0,11,0,0,0,0,53,1,0,1,1,0,0
2,2,1,4,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,1,1,1,0
4,11,1,14,0,0.0,0.0,11,0,11,0,0,0,11,0,0,0,3,2,0,3,0,0,2,0,7,46,0,0,0,0,0,10,0,6,0,6,0,0,0,0,34,1,0,1,1,0,0
8,24,1,23,207,0.0,0.0,22,0,20,0,2,0,23,0,0,0,13,12,0,13,0,0,12,0,5,150,1,0,1,0,0,28,10,32,0,32,1,0,0,0,68,1,0,1,0,0,0
6,6,1,11,3,0.0,0.0,6,0,4,0,2,0,6,2,0,0,3,0,0,0,3,0,0,0,0,44,0,0,0,0,0,0,0,5,0,5,0,0,1,0,25,1025,0,0,1,0,0
20,85,1,98,0,0.0,0.0,80,0,75,5,0,0,75,0,0,0,3,1,0,3,0,0,3,0,66,598,2,2,0,2,0,197,147,177,2,168,1,0,0,2,152,1,0,1,1,1,0
3,1,1,4,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,2,0,2,0,0,0,0,15,1,0,1,1,0,0
31,33,1,130,0,0.0,0.0,26,2,22,4,0,0,22,0,0,0,3,0,0,3,0,0,0,0,160,476,3,4,0,0,0,129,261,128,6,151,2,2,0,30,173,1,0,1,1,1,1
9,9,1,21,0,0.0,0.0,9,0,7,2,0,0,7,0,0,0,3,0,0,3,0,0,0,0,4,65,2,0,0,0,0,8,23,15,0,14,0,0,0,2,40,1,0,1,1,0,0
2,5,1,12,0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,1,35,0,0,0,0,0,5,4,11,0,11,0,0,0,3,19,1,0,1,1,0,0
8,5,1,37,0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,28,84,0,0,0,0,0,34,70,19,0,19,0,0,0,0,46,1,0,1,1,0,0
102,148,1,326,2549,0.0,0.0,110,1,82,28,0,0,82,0,0,0,19,1,0,19,0,0,19,0,294,1633,36,11,10,36,5,92,388,496,41,503,4,2,3,52,423,1,0,1,1,1,1
7,5,1,14,0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,6,0,0,6,0,0,6,0,4,60,0,0,0,1,0,3,0,18,0,14,1,0,0,0,46,1,0,1,1,0,0
9,92,1,74,12,0.0,0.0,36,5,24,4,8,0,32,2,0,0,4,0,0,0,4,0,0,0,143,471,9,36,14,0,7,114,162,190,23,168,3,0,0,0,196,1025,0,1,1,1,1
28,24,1,72,0,0.0,0.0,21,0,19,2,0,0,19,0,0,0,7,0,0,7,0,0,0,0,9,267,2,0,0,3,0,12,62,48,1,44,1,5,0,5,122,1,2,1,1,0,1
3,7,1,11,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,22,45,0,1,0,0,0,14,5,21,2,21,2,0,0,0,34,1,0,1,0,1,0
84,217,1,308,0,0.0,0.0,157,0,122,35,0,0,122,0,0,0,31,0,0,31,0,0,20,0,419,2022,49,8,24,29,1,177,413,286,19,307,4,13,1,52,433,1025,0,1,1,1,1
8,20,1,25,190,0.0,0.0,20,2,18,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,8,149,0,0,0,0,0,2,5,31,0,31,0,2,1,5,44,1,0,1,1,0,0
11,14,1,38,11,0.0,0.0,11,0,11,0,0,0,11,0,0,0,3,0,0,3,0,0,3,0,56,124,0,2,0,0,0,45,17,46,2,46,2,0,0,0,51,1,0,1,1,1,1
107,275,1,451,0,0.0,0.0,176,0,130,46,0,0,130,0,0,0,31,1,0,31,0,0,2,0,454,2811,45,45,26,13,9,268,1310,521,36,519,5,3,0,61,565,1,0,1,1,1,1
49,91,2,128,0,0.0,0.0,59,0,41,18,0,0,41,0,0,0,20,10,0,20,0,0,13,0,41,917,42,2,0,13,7,116,169,106,23,118,2,3,1,35,244,1,0,1,1,1,1
17,37,1,78,0,0.0,0.0,37,0,37,0,0,0,37,0,0,0,8,0,0,8,0,0,7,0,195,495,0,0,0,0,0,35,175,78,3,80,0,0,1,14,125,1,0,1,1,0,1
19,12,1,37,8,0.0,0.0,9,0,5,4,0,0,5,0,0,0,3,0,0,3,0,0,3,0,34,80,2,2,0,0,0,43,17,17,0,17,1,0,0,0,57,1,0,1,1,1,0
5,2,1,10,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,21,0,1,0,0,0,3,18,8,0,8,1,0,0,0,19,1,0,1,1,1,0
5,5,1,8,10,0.0,0.0,5,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,25,0,0,0,0,0,7,9,6,0,6,0,0,0,1,59,1,0,1,0,0,0
11,28,2,32,28,0.0,0.0,8,1,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,47,161,4,1,19,0,0,12,43,62,0,58,1,0,0,0,85,1,0,1,0,0,1
7,20,1,30,0,0.0,0.0,17,3,13,4,0,0,13,0,0,0,5,0,0,5,0,0,0,0,116,212,4,3,0,0,0,43,71,91,0,90,1,0,0,0,75,1,0,1,0,1,1
5,2,1,16,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,72,0,0,0,0,0,8,9,21,0,19,0,0,0,0,33,1,0,1,1,0,1
10,8,1,18,28,0.0,0.0,8,0,7,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,39,1,0,0,0,0,1,6,8,0,8,0,0,0,3,35,1,0,1,0,0,0
8,23,1,32,0,0.0,0.0,20,4,14,5,0,1,15,0,0,0,10,0,0,10,0,0,6,0,127,200,5,3,0,0,0,21,75,71,0,71,1,0,0,1,79,1,0,1,0,1,1
11,18,1,30,45,0.0,0.0,10,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,13,95,0,5,3,0,0,15,45,21,0,19,3,0,0,4,42,1,0,1,1,1,1
40,72,2,149,0,0.0,0.0,54,0,36,18,0,0,37,0,0,0,15,2,0,7,8,0,13,0,37,650,14,4,2,1,4,45,216,138,37,136,2,0,2,8,214,1,0,0,0,0,0
4,2,1,10,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,4,4,2,0,2,0,0,0,0,15,1,0,1,1,0,0
70,78,1,191,1452,0.0,0.0,57,4,46,11,0,0,46,0,0,0,8,2,0,8,0,0,8,0,152,861,12,5,9,27,4,145,214,243,16,255,4,1,3,33,286,1,0,1,1,1,1
3,3,1,11,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,3,20,21,3,20,0,0,0,0,30,1,0,1,0,0,0
5,4,1,12,6,0.0,0.0,4,0,2,2,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,29,2,0,0,0,0,0,9,8,0,8,0,0,0,0,27,1,0,0,1,0,0
38,103,1,120,0,0.0,0.0,38,0,26,12,0,0,26,0,0,0,20,0,0,20,0,0,2,0,55,735,8,38,7,1,7,93,344,289,80,239,4,3,3,1,280,1,0,1,1,1,1
7,1,1,6,0,,,1,0,1,0,0,0,1,0,0,0,4,4,0,4,0,0,4,0,4,12,0,0,0,0,0,9,11,7,0,7,0,0,0,0,39,1,0,1,0,0,0
5,4,1,7,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,4,4,0,1,0,3,4,0,8,45,0,2,0,0,0,9,38,24,0,21,1,0,0,0,36,1,0,1,1,1,1
83,142,2,265,0,0.0,0.0,93,1,65,25,0,3,68,0,0,0,21,9,0,21,0,0,10,0,186,2055,24,12,22,11,4,178,910,411,28,406,3,1,3,17,432,1,0,1,1,1,1
13,29,1,41,0,0.0,0.0,13,0,9,4,0,0,9,0,0,0,5,1,0,5,0,0,1,0,18,189,3,4,1,3,0,32,46,43,4,29,3,0,0,2,119,1,0,1,1,1,1
18,32,1,50,0,0.0,0.0,11,0,10,1,0,0,10,0,0,0,2,0,0,2,0,0,2,0,10,173,0,12,5,3,0,24,57,41,5,43,4,0,1,4,123,1,0,1,1,1,1
74,212,1,251,0,0.0,0.0,157,0,117,40,0,0,117,0,0,0,26,6,0,26,0,0,22,0,83,2380,25,1,35,15,4,103,328,324,14,334,2,0,0,142,370,1,13,1,1,0,1
12,34,2,48,0,0.0,0.0,17,0,14,3,0,0,14,0,0,0,4,0,0,4,0,0,4,0,6,283,2,5,2,6,0,26,91,57,19,55,2,3,2,8,188,1,0,1,1,1,0
7,11,1,10,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,12,58,0,3,7,0,0,17,67,29,4,27,2,0,0,0,61,1,0,1,0,1,0
7,25,1,11,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,3,3,0,3,0,0,3,0,12,110,0,8,18,0,0,18,93,52,12,38,2,0,0,0,70,1,0,1,1,1,1
20,65,1,64,0,0.0,0.0,60,0,58,2,0,0,58,0,0,0,5,0,0,5,0,0,4,0,10,561,2,0,1,4,0,50,13,48,0,50,1,12,0,15,155,1,0,1,1,0,1
6,1,1,6,0,,,1,0,1,0,0,0,1,0,0,0,4,0,0,4,0,0,4,0,4,28,0,0,0,0,0,0,0,9,0,6,0,0,0,0,19,1,0,1,0,0,0
2,5,1,5,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,3,0,21,19,7,0,7,1,0,0,0,35,1,0,1,1,0,0
7,1,1,21,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0,5,24,7,0,7,0,0,0,0,24,1,0,1,1,0,1
14,24,1,38,46,0.0,0.0,12,6,6,6,0,0,6,0,0,0,1,1,0,1,0,0,1,0,81,203,3,6,1,1,0,78,229,48,6,48,2,1,2,0,123,1,0,1,1,0,1
12,7,1,17,1,0.0,0.0,7,0,6,1,0,0,6,0,0,0,5,0,0,5,0,0,2,0,5,56,1,0,0,0,0,3,0,11,0,11,0,0,0,1,42,1,0,1,1,0,0
6,10,1,14,3,0.0,0.0,10,1,10,0,0,0,10,0,0,0,3,2,0,3,0,0,2,0,3,49,1,0,0,0,0,12,1,7,0,7,0,0,0,0,35,1,0,1,0,0,0
11,7,1,16,1,0.0,0.0,7,0,6,1,0,0,6,0,0,0,6,0,0,6,0,0,3,0,5,57,1,0,0,0,0,2,3,12,0,12,0,0,0,1,43,1,0,1,1,0,0
4,4,1,5,0,0.0,0.0,3,0,3,0,0,0,4,0,0,0,6,6,0,6,0,0,6,0,3,35,0,0,0,0,0,7,1,11,0,11,0,0,0,0,37,1,0,1,1,0,0
17,11,1,46,0,0.0,0.0,11,0,7,4,0,0,7,0,0,0,3,0,0,3,0,0,3,0,20,98,1,0,0,0,0,6,29,20,2,20,0,0,0,6,51,1,0,1,1,0,1
21,31,1,59,429,0.0,0.0,30,17,13,17,0,0,13,0,0,0,2,2,0,2,0,0,2,0,226,385,13,0,0,1,0,132,86,76,3,76,1,0,4,0,104,0,0,1,1,0,1
28,22,1,78,153,0.0,0.0,18,0,10,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,36,150,6,3,0,0,0,22,35,54,2,57,2,0,0,2,87,1,0,1,0,1,0
14,15,1,63,72,0.0,0.0,13,1,3,10,0,0,3,0,0,0,1,0,0,1,0,0,1,0,26,99,5,2,0,0,0,10,17,34,0,34,2,0,0,0,72,1,0,1,1,0,0
8,4,1,19,0,0.0,0.0,4,1,3,1,0,0,3,0,0,0,5,0,0,5,0,0,5,0,7,44,1,0,0,0,0,6,17,6,0,6,0,0,0,0,37,1,0,1,1,0,0
18,24,1,54,231,0.0,0.0,22,0,10,12,0,0,10,0,0,0,0,0,0,0,0,0,0,0,27,136,9,1,1,0,0,22,36,38,0,38,2,0,0,1,68,1,0,1,1,0,0
12,9,1,32,36,0.0,0.0,9,0,7,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,17,65,2,0,0,0,0,11,3,24,0,24,0,0,0,4,47,1,0,1,1,0,0
2,1,1,2,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0
3,1,1,5,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,2,0,1,0,1,0,0,0,1,15,1,0,1,1,0,0
288,271,2,759,19098,0.0,0.0,196,38,149,47,0,0,149,0,0,0,6,6,0,6,0,0,6,0,1273,3017,80,25,35,133,9,733,993,987,47,1002,4,1,1,103,615,1,10,1,1,1,1
9,10,1,23,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,77,0,0,0,7,0,16,3,18,0,18,1,0,0,0,55,1,0,1,1,0,1
6,12,1,27,43,0.0,0.0,10,0,8,2,0,0,8,0,0,0,1,0,0,1,0,0,0,0,11,61,2,0,0,0,0,25,8,12,2,12,0,0,0,5,49,1,0,1,0,0,0
6,12,1,27,43,0.0,0.0,10,0,8,2,0,0,8,0,0,0,1,0,0,1,0,0,0,0,11,61,2,0,0,0,0,25,8,12,2,12,0,0,0,5,49,1,0,1,0,0,0
14,7,1,22,1,0.0,0.0,7,0,7,0,0,0,7,0,0,0,1,1,0,1,0,0,1,0,5,56,0,0,0,0,0,2,2,14,0,14,0,0,0,5,50,1,0,1,0,0,0
14,7,1,22,1,0.0,0.0,7,0,7,0,0,0,7,0,0,0,1,1,0,1,0,0,1,0,5,56,0,0,0,0,0,2,2,14,0,14,0,0,0,5,50,1,0,1,0,0,0
10,23,1,47,0,0.0,0.0,16,0,15,1,0,0,16,0,0,0,18,2,0,18,0,0,13,0,22,244,0,3,0,1,3,33,54,39,31,37,1,0,0,0,96,1,0,0,0,0,0
67,91,1,162,1018,0.0,0.0,48,1,35,13,0,0,35,0,0,0,2,0,0,2,0,0,2,0,61,473,2,12,3,2,0,90,202,110,13,108,2,0,0,20,232,17,0,1,1,1,1
12,3,1,18,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,23,0,1,0,0,0,5,3,10,1,10,1,0,0,0,28,1,0,1,1,1,0
14,5,1,39,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,44,0,1,0,0,0,9,29,21,0,21,1,0,0,0,36,1,0,1,1,1,1
6,1,1,12,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,2,6,2,0,2,0,0,0,0,20,1,0,1,1,0,0
5,2,1,7,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,7,7,0,7,0,0,0,0,4,23,0,0,0,0,0,2,6,9,0,9,0,0,0,0,30,1,0,1,1,0,0
9,2,1,12,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,17,0,1,0,0,0,1,2,7,1,7,1,0,0,0,20,0,0,1,1,1,0
12,7,1,36,6,0.0,0.0,4,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,50,0,3,0,0,0,16,7,16,7,16,2,0,0,1,54,1,0,1,1,0,0
8,6,1,12,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,23,0,3,0,0,0,0,5,9,0,9,2,0,0,1,25,1,0,1,1,1,0
10,5,1,22,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,7,7,0,6,1,0,0,0,5,35,0,2,0,0,0,1,9,13,0,13,1,0,0,0,35,1,0,1,1,1,0
4,1,1,10,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,4,3,0,3,0,0,0,0,13,1,0,1,1,0,0
16,28,1,43,36,0.0,0.0,9,1,7,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,130,2,15,0,0,1,4,37,30,1,30,4,0,0,0,51,1,1,1,1,1,1
4,4,1,21,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,53,0,0,0,0,0,4,23,18,0,18,0,0,0,0,35,1,0,1,1,0,0
9,3,1,8,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,1,1,4,4,1,4,1,0,0,0,21,1,1,1,0,1,0
11,8,1,22,7,0.0,0.0,7,2,5,2,0,0,5,0,0,0,6,6,0,6,0,0,6,0,12,43,1,1,1,0,0,13,3,18,0,18,1,0,0,2,61,1,0,0,1,0,0
6,1,1,13,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,2,5,3,0,3,0,0,0,0,17,1,1,1,1,0,0
10,5,1,17,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,11,0,0,0,11,0,7,0,5,41,0,1,0,0,0,2,7,15,0,15,2,0,0,0,37,1,0,1,1,1,0
8,16,1,23,0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,5,0,11,83,0,5,0,0,0,4,13,19,0,19,2,0,0,0,43,1,2,1,1,1,0
10,8,1,12,4,0.0,0.0,8,1,7,1,0,0,7,0,0,0,6,6,0,6,0,0,6,0,10,45,0,0,0,0,0,12,2,19,0,19,0,0,0,2,50,1,0,0,1,0,0
7,2,1,14,0,,,1,0,1,0,0,0,1,0,0,0,4,4,0,4,0,0,0,0,1,22,0,1,0,0,0,3,6,8,0,8,1,0,0,0,25,1,0,1,1,1,0
11,4,1,17,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,11,0,0,0,11,0,7,0,1,42,0,1,0,0,0,2,6,17,0,17,1,0,0,0,39,1,0,1,1,1,0
2,1,1,2,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,0,0,0,0,0,0
8,7,1,17,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,33,0,2,0,1,0,21,5,8,1,8,2,0,0,1,49,1,0,1,1,1,0
4,1,1,5,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,1,0,0,0,0,0,0,1,11,1,0,0,0,0,0
14,3,1,23,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,24,0,1,0,0,0,17,17,7,0,7,1,0,0,0,29,1,0,1,1,1,0
14,7,1,27,0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,13,13,0,2,11,0,0,0,8,48,0,2,0,0,0,6,7,20,0,20,2,0,0,1,48,1,0,1,1,1,0
16,16,1,45,99,0.0,0.0,15,1,13,2,0,0,13,0,0,0,1,0,0,1,0,0,1,0,75,108,1,1,0,0,0,30,81,44,1,44,1,0,0,2,79,1,0,1,0,1,0
14,14,1,39,15,0.0,0.0,6,0,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,18,88,2,5,0,0,0,8,28,28,2,25,2,0,0,0,45,1,0,1,1,1,0
6,4,1,13,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,31,0,1,0,0,0,3,5,11,0,11,1,0,0,0,29,1,0,1,1,1,0
7,3,2,16,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,17,0,1,0,0,0,0,1,3,0,3,1,0,0,0,22,1,0,1,1,1,0
5,3,1,19,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,47,0,0,0,4,0,7,26,15,0,13,1,0,0,4,27,1,0,1,1,0,0
13,13,1,36,0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,10,0,0,10,0,0,9,0,19,87,0,3,0,0,0,3,20,25,0,29,2,0,0,2,55,1,3,1,1,1,1
9,14,1,23,0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,7,0,0,7,0,0,5,0,3,74,0,4,0,0,0,4,11,17,1,15,3,0,0,2,44,1,1,1,1,1,1
8,12,1,29,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,18,69,0,4,0,0,0,6,9,19,0,21,2,0,0,4,29,1,0,1,1,1,0
16,9,1,36,22,0.0,0.0,9,4,5,4,0,0,5,0,0,0,8,8,0,8,0,0,8,0,28,54,3,0,0,0,0,11,10,22,0,22,0,0,0,2,70,1,0,1,1,0,0
22,14,1,66,10,0.0,0.0,5,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,33,76,1,3,0,0,1,13,72,21,2,21,2,0,0,1,89,1,1,1,1,1,1
10,7,1,16,5,0.0,0.0,6,2,4,2,0,0,4,0,0,0,6,6,0,6,0,0,6,0,10,38,1,1,1,0,0,13,3,16,0,16,1,0,0,2,57,1,0,0,1,0,0
7,2,1,13,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16,0,1,0,0,0,1,4,7,0,7,1,0,0,0,22,1,0,1,1,1,0
4,1,1,5,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,1,0,0,0,0,0,0,1,12,1,0,0,0,0,0
18,2,1,36,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,40,0,0,0,0,0,7,11,19,0,19,0,0,0,0,47,1,0,1,1,0,1
6,2,1,11,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,17,0,1,0,0,0,0,4,5,0,4,1,0,0,0,18,1,0,1,1,1,0
6,4,1,16,0,0.0,0.0,3,0,3,0,0,0,4,0,0,0,4,4,0,4,0,0,3,0,1,27,0,0,0,0,0,3,3,6,0,6,0,0,0,1,44,1,0,1,1,0,0
11,4,1,22,0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,9,9,0,9,0,0,9,0,7,29,0,0,0,0,0,12,6,15,0,15,0,0,0,2,51,1,0,1,1,0,0
11,9,1,23,0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,8,0,0,8,0,0,6,0,3,48,0,2,0,1,0,8,5,18,1,17,3,0,0,1,52,1,0,1,1,1,0
10,5,1,23,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,38,0,1,0,0,0,8,17,11,1,11,1,0,0,0,31,1,0,1,1,1,0
21,19,1,59,10,0.0,0.0,5,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,28,75,1,6,1,0,1,11,75,18,1,19,4,0,0,1,91,1,1,1,1,1,1
11,6,1,33,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,69,0,2,0,0,0,13,32,23,0,23,2,0,0,0,36,1,0,1,1,1,0
14,9,2,33,0,0.0,0.0,5,0,4,1,0,0,4,0,0,0,7,7,0,7,0,0,0,0,8,57,0,3,0,0,0,1,9,16,0,15,2,0,0,1,54,1,0,1,1,1,1
21,17,1,56,72,0.0,0.0,13,0,12,1,0,0,12,0,0,0,3,3,0,3,0,0,3,0,19,207,0,2,1,3,0,57,74,65,1,56,2,1,0,1,142,1,0,1,1,1,1
34,52,1,97,0,0.0,0.0,30,0,27,3,0,0,27,0,0,0,6,2,0,6,0,0,2,0,24,622,1,10,1,8,14,288,228,159,59,154,3,0,5,10,282,1,0,1,1,1,1
2,2,1,6,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,13,1,1,0,1,0,0,0,1,14,1,0,1,0,0,0
7,4,1,16,6,0.0,0.0,4,1,3,1,0,0,3,0,0,0,1,1,0,1,0,0,1,0,10,54,1,0,0,0,0,25,12,10,0,10,0,0,0,1,23,1,0,1,1,0,0
11,5,1,23,10,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,128,0,0,0,5,0,129,9,26,0,25,1,0,0,0,41,1,0,1,1,0,1
7,3,1,11,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,4,32,0,0,0,0,0,0,33,5,0,5,0,0,0,0,16,1,0,1,1,0,0
6,15,1,17,13,0.0,0.0,6,1,5,1,0,0,5,0,0,0,1,1,0,1,0,0,1,0,2,119,0,9,0,0,0,43,214,20,7,18,2,0,0,0,54,1,0,1,0,1,0
6,15,1,17,13,0.0,0.0,6,1,5,1,0,0,5,0,0,0,1,1,0,1,0,0,1,0,2,119,0,9,0,0,0,43,214,20,7,18,2,0,0,0,54,1,0,1,1,0,0
7,5,1,9,6,0.0,0.0,4,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,51,1,1,0,0,0,0,77,13,0,9,1,0,0,0,17,1,0,1,0,1,0
7,5,1,9,6,0.0,0.0,4,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,51,1,1,0,0,0,0,77,13,0,9,1,0,0,0,17,1,0,1,1,0,0
7,4,1,12,0,,,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,2,36,0,3,0,0,0,6,16,28,6,22,2,0,0,0,39,1,0,1,1,1,1
17,16,1,21,26,0.0,0.0,9,0,7,0,2,0,9,0,0,0,4,1,0,4,0,0,1,0,3,86,2,7,7,0,0,15,66,26,4,26,1,0,0,3,64,1,0,1,1,1,1
